eventid,iyear,imonth,iday,provstate,city,attacktype1,attacktype1_txt,targtype1,targtype1_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,weaptype1,weaptype1_txt
2.00E+11,2003,3,17,Jammu and Kashmir (State),Puhroo,2,Armed Assault,3,Police,Tehrik al-Mojahedin,,,,,,5,Firearms
2.00E+11,2003,3,17,Jammu and Kashmir (State),Bijbehara,3,Bombing/Explosion,20,Unknown,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,3,23,Jammu and Kashmir (State),Nadi Marg,2,Armed Assault,14,Private Citizens & Property,Lashkar-e-Taiba (LeT),,Jaish-e-Mohammad (JeM),,,,5,Firearms
2.00E+11,2003,3,23,Jammu and Kashmir (State),Srinagar,2,Armed Assault,3,Police,Jaish-e-Mohammad (JeM),,,,,,5,Firearms
2.00E+11,2003,3,23,Jammu and Kashmir (State),Batamaloo,2,Armed Assault,3,Police,Jaish-e-Mohammad (JeM),,,,,,5,Firearms
2.00E+11,2003,3,23,Manipur (State),Maphou,6,Hostage Taking (Kidnapping),12,NGO,Kuki Liberation Army (KLA),,,,,,5,Firearms
2.00E+11,2003,3,26,Gujarat (State),Ahmedabad,2,Armed Assault,2,Government (General),Unknown,,,,,,5,Firearms
2.00E+11,2003,3,26,Jammu and Kashmir (State),Malikpora,2,Armed Assault,14,Private Citizens & Property,Other,,,,,,5,Firearms
2.00E+11,2003,3,26,Jammu and Kashmir,Jammu,3,Bombing/Explosion,21,Utilities,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,3,28,Jammu and Kashmir (State),Poonch,2,Armed Assault,14,Private Citizens & Property,Other,,,,,,5,Firearms
2.00E+11,2003,3,28,Jammu and Kashmir (State),Banihati,2,Armed Assault,14,Private Citizens & Property,Other,,,,,,9,Melee
2.00E+11,2003,3,28,Jammu and Kashmir (State),Wagad,3,Bombing/Explosion,4,Military,Other,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,3,29,Andhra Pradesh (State),Gomanda,3,Bombing/Explosion,19,Transportation,People's War Group (PWG),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,3,30,Andhra Pradesh (State),Kamareddy,3,Bombing/Explosion,2,Government (General),People's War Group (PWG),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,4,8,Jammu and Kashmir (State),Khudwani Puhroo,2,Armed Assault,2,Government (General),Unknown,,,,,,5,Firearms
2.00E+11,2003,4,9,Jammu and Kashmir (State),Kanthpora Sogam,6,Hostage Taking (Kidnapping),4,Military,Unknown,,,,,,9,Melee
2.00E+11,2003,4,12,Jammu and Kashmir (State),Kulgam,3,Bombing/Explosion,19,Transportation,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,4,12,Jammu and Kashmir (State),Qazigund,3,Bombing/Explosion,19,Transportation,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,4,12,Jammu and Kashmir (State),Lalchowk,3,Bombing/Explosion,1,Business,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,4,13,Jehanabad (District),Karpi,2,Armed Assault,14,Private Citizens & Property,People's War Group (PWG),,,,,,5,Firearms
2.00E+11,2003,4,14,Jammu and Kashmir (State),Srinagar,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,4,14,Jammu and Kashmir (State),Srinagar,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,4,15,Nawada (District),Govindpur,3,Bombing/Explosion,3,Police,Maoist Communist Center (MCC),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,4,17,Jammu and Kashmir (State),Gul,2,Armed Assault,3,Police,Unknown,,,,,,5,Firearms
2.00E+11,2003,4,17,Jammu and Kashmir (State),Magam,3,Bombing/Explosion,1,Business,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,4,22,Jammu and Kashmir (State),Goriwan,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,4,26,Jammu and Kashmir (State),Srinagar,3,Bombing/Explosion,10,Journalists & Media,Muslim Rebels,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,4,26,Jammu and Kashmir (State),Baramulla,3,Bombing/Explosion,2,Government (General),Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,5,1,Jammu and Kashmir (State),Tral,2,Armed Assault,4,Military,Other,,,,,,5,Firearms
2.00E+11,2003,5,3,Jammu and Kashmir (State),Anantnag,3,Bombing/Explosion,3,Police,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,5,5,Jammu and Kashmir (State),Duderhama,1,Assassination,2,Government (General),Other,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,5,5,Jammu and Kashmir (State),Doda,3,Bombing/Explosion,3,Police,Hizbul Mujahideen (HM),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,5,6,Jammu and Kashmir (State),Lasjan,3,Bombing/Explosion,3,Police,Other,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,5,6,Jammu and Kashmir (State),Pulwama,3,Bombing/Explosion,3,Police,Other,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,5,7,Tripura (State),Mohorcherra,2,Armed Assault,14,Private Citizens & Property,All Tripura Tiger Force (ATTF),,,,,,5,Firearms
2.00E+11,2003,5,7,Jammu and Kashmir (State),Baramulla,3,Bombing/Explosion,4,Military,Al-Mansoorian,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,5,7,Tripura (State),Fimnacherra,2,Armed Assault,14,Private Citizens & Property,All Tripura Tiger Force (ATTF),,,,,,5,Firearms
2.00E+11,2003,5,7,Tripura (State),Agartala,2,Armed Assault,14,Private Citizens & Property,National Liberation Front of Tripura (NLFT),,,,,,5,Firearms
2.00E+11,2003,5,9,Jammu and Kashmir (State),Khrew,2,Armed Assault,2,Government (General),Other,,,,,,5,Firearms
2.00E+11,2003,5,12,Jammu and Kashmir (State),Kupwara,2,Armed Assault,3,Police,Unknown,,,,,,5,Firearms
2.00E+11,2003,5,12,Jammu and Kashmir (State),Shopian,2,Armed Assault,3,Police,Unknown,,,,,,5,Firearms
2.00E+11,2003,5,12,Jammu and Kashmir (State),Nasu,2,Armed Assault,4,Military,Other,,,,,,5,Firearms
2.00E+11,2003,5,13,Jammu and Kashmir (State),Karan Nagar,2,Armed Assault,3,Police,Unknown,,,,,,5,Firearms
2.00E+11,2003,5,13,Jammu and Kashmir (State),Thanamandi,2,Armed Assault,4,Military,Other,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,5,17,Jammu and Kashmir (State),Srinagar,2,Armed Assault,3,Police,Unknown,,,,,,5,Firearms
2.00E+11,2003,5,19,Jammu and Kashmir (State),Srinagar,3,Bombing/Explosion,4,Military,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,5,19,Jammu and Kashmir (State),Srinagar,3,Bombing/Explosion,4,Military,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,5,19,Jammu and Kashmir (State),Awantipora,2,Armed Assault,3,Police,Unknown,,,,,,5,Firearms
2.00E+11,2003,5,19,Jammu and Kashmir (State),Srinagar,2,Armed Assault,4,Military,Unknown,,,,,,5,Firearms
2.00E+11,2003,5,28,Jammu and Kashmir (State),Dangiwachi,2,Armed Assault,4,Military,Other,,,,,,5,Firearms
2.00E+11,2003,5,30,Jammu and Kashmir (State),Thanamandi,3,Bombing/Explosion,14,Private Citizens & Property,Other,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,5,31,Jammu and Kashmir (State),Khudwani,3,Bombing/Explosion,4,Military,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,5,31,Jammu and Kashmir (State),Bragam,2,Armed Assault,2,Government (General),Other,,,,,,5,Firearms
2.00E+11,2003,6,1,Manipur (State),Tuinem,2,Armed Assault,3,Police,People's Revolutionary Party of Kangleipak (PREPAK),,,,,,5,Firearms
2.00E+11,2003,6,16,Andhra Pradesh (State),Nemallipuri,3,Bombing/Explosion,3,Police,People's War Group (PWG),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,6,16,Andhra Pradesh (State),Unknown,6,Hostage Taking (Kidnapping),3,Police,People's War Group (PWG),,,,,,13,Unknown
2.00E+11,2003,6,17,Jammu and Kashmir (State),Khiram,2,Armed Assault,14,Private Citizens & Property,Unknown,,,,,,5,Firearms
2.00E+11,2003,6,17,Jammu and Kashmir (State),Shopian,3,Bombing/Explosion,4,Military,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,6,21,Jammu and Kashmir (Occupied Territory),Todi-Poonch,8,Unarmed Assault,14,Private Citizens & Property,Lashkar-e-Taiba (LeT),,,,,,2,Chemical
2.00E+11,2003,6,23,Jammu and Kashmir (State),Dodi,1,Assassination,14,Private Citizens & Property,Unknown,,,,,,2,Chemical
2.00E+11,2003,6,23,Jammu and Kashmir (State),Shopian,3,Bombing/Explosion,19,Transportation,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,6,23,Jammu and Kashmir (State),Sogam,2,Armed Assault,14,Private Citizens & Property,Unknown,,,,,,5,Firearms
2.00E+11,2003,6,23,Jammu and Kashmir (State),Hari,1,Assassination,14,Private Citizens & Property,Unknown,,,,,,2,Chemical
2.00E+11,2003,6,28,Jammu and Kashmir (State),Jammu,7,Facility/Infrastructure Attack,4,Military,Unknown,,,,,,5,Firearms
2.00E+11,2003,7,3,Bihar (State),Paraiya,2,Armed Assault,3,Police,Maoist Communist Center (MCC),,,,,,5,Firearms
2.00E+11,2003,7,4,Jammu and Kashmir (State),Larnu,2,Armed Assault,2,Government (General),Jamiat ul-Mujahedin (JuM),,Tehreek-e-Jehad-e-Islami,,,,5,Firearms
2.00E+11,2003,7,12,Jammu and Kashmir (State),Kaloosa,3,Bombing/Explosion,8,Educational Institution,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,7,15,Bihar (State),Nadda,3,Bombing/Explosion,19,Transportation,Maoist Communist Center (MCC),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,7,15,Bihar (State),Pipra,3,Bombing/Explosion,19,Transportation,Maoist Communist Center (MCC),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,7,15,Bihar (State),Rambhadrapur,7,Facility/Infrastructure Attack,19,Transportation,Maoist Communist Center (MCC),,,,,,11,Sabotage Equipment
2.00E+11,2003,7,15,Bihar (State),Barginia,7,Facility/Infrastructure Attack,19,Transportation,Maoist Communist Center (MCC),,,,,,11,Sabotage Equipment
2.00E+11,2003,7,17,Tripura (State),Rathinjaihalampara,2,Armed Assault,14,Private Citizens & Property,National Liberation Front of Tripura (NLFT),,,,,,5,Firearms
2.00E+11,2003,7,17,Tripura (State),Thanabulhalampara,2,Armed Assault,14,Private Citizens & Property,National Liberation Front of Tripura (NLFT),,,,,,5,Firearms
2.00E+11,2003,7,21,Jammu and Kashmir (State),Katra,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,7,22,Jammu and Kashmir (State),Tanda,3,Bombing/Explosion,4,Military,Al-Shuda Brigade,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,7,22,Jammu and Kashmir (State),Qazigund,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,7,27,Manipur (Province),Wangjing,2,Armed Assault,2,Government (General),Unknown,,,,,,5,Firearms
2.00E+11,2003,7,27,Jammu and Kashmir (State),Kokernag,3,Bombing/Explosion,4,Military,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,7,28,Maharasthra (Region),Mumbai,3,Bombing/Explosion,19,Transportation,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,7,29,Tripura (State),Champahaur,2,Armed Assault,14,Private Citizens & Property,National Liberation Front of Tripura (NLFT),,,,,,5,Firearms
2.00E+11,2003,7,29,Jammu and Kashmir (State),Kokernag,2,Armed Assault,2,Government (General),Unknown,,,,,,5,Firearms
2.00E+11,2003,8,7,Jammu and Kashmir (State),Srinagar,3,Bombing/Explosion,4,Military,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,8,25,Maharashtra (State),Mumbai,3,Bombing/Explosion,14,Private Citizens & Property,Students Islamic Movement of India (SIMI),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,9,2,Jammu and Kashmir (State),Banhihal,2,Armed Assault,2,Government (General),Unknown,,,,,,5,Firearms
2.00E+11,2003,9,2,Jammu and Kashmir (State),Chursoo,3,Bombing/Explosion,4,Military,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,9,2,Jammu and Kashmir (State),Ishber,2,Armed Assault,4,Military,Unknown,,,,,,5,Firearms
2.00E+11,2003,9,6,Jammu and Kashmir (State),Srinagar,3,Bombing/Explosion,4,Military,Hizbul Mujahideen (HM),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,9,6,Jammu and Kashmir (State),Jammu,2,Armed Assault,3,Police,Unknown,,,,,,5,Firearms
2.00E+11,2003,9,7,Assam (State),Guwahati,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,9,7,Jharkland (State),Unknown,3,Bombing/Explosion,22,Violent Political Party,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,9,8,Bihar (State),Unknown,3,Bombing/Explosion,3,Police,People's War Group (PWG),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,9,9,Jammu and Kashmir (State),Doda,3,Bombing/Explosion,3,Police,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,9,11,Jammu and Kashmir (State),Srinagar,3,Bombing/Explosion,4,Military,Hizbul Mujahideen (HM),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,9,13,Jammu and Kashmir (State),Nowgam,3,Bombing/Explosion,4,Military,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,9,20,Jammu and Kashmir (State),Shopian,2,Armed Assault,14,Private Citizens & Property,Unknown,,,,,,5,Firearms
2.00E+11,2003,9,22,Jammu and Kashmir (State),Rajauri,3,Bombing/Explosion,14,Private Citizens & Property,Lashkar-e-Taiba (LeT),,Jaish-e-Mohammad (JeM),,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,9,24,Andhra Pradesh (State),Unknown,2,Armed Assault,2,Government (General),People's War Group (PWG),,,,,,5,Firearms
2.00E+11,2003,9,28,Jammu and Kashmir (State),Udhampur,2,Armed Assault,14,Private Citizens & Property,Hizbul Mujahideen (HM),,,,,,5,Firearms
2.00E+11,2003,9,30,Tripura (State),Dhurai Sambrai,2,Armed Assault,22,Violent Political Party,National Liberation Front of Tripura (NLFT),,,,,,5,Firearms
2.00E+11,2003,10,1,Andhra Pradesh (State),Tirupati,3,Bombing/Explosion,2,Government (General),People's War Group (PWG),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,10,20,Jammu and Kashmir (State),Batmalloo,3,Bombing/Explosion,19,Transportation,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,10,20,Jammu and Kashmir (State),Anantnag,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,10,21,Jammu and Kashmir (State),Kulgam,3,Bombing/Explosion,19,Transportation,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,10,28,Jammu and Kashmir (State),Srinagar,3,Bombing/Explosion,16,Telecommunication,Kashmir Freedom Force,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,11,3,Jammu and Kashmir (State),Pulwama,1,Assassination,2,Government (General),Unknown,,,,,,5,Firearms
2.00E+11,2003,11,3,Jammu and Kashmir (State),Srinagar,3,Bombing/Explosion,4,Military,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,11,5,Manipur (State),Moreh,3,Bombing/Explosion,4,Military,United National Liberation Front (UNLF),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,11,5,Manipur (State),Imphal,6,Hostage Taking (Kidnapping),2,Government (General),Kuki National Front (KNF),,,,,,5,Firearms
2.00E+11,2003,11,7,Jammu and Kashmir (State),Anantnag,1,Assassination,2,Government (General),Unknown,,,,,,5,Firearms
2.00E+11,2003,11,12,Assam (State),Manja,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,United People's Democratic Solidarity (UPDS),,,,,,9,Melee
2.00E+11,2003,11,12,Jammu and Kashmir (State),Bandipora,2,Armed Assault,4,Military,Unknown,,,,,,5,Firearms
2.00E+11,2003,11,14,Jammu and Kashmir (State),Naseem Bagh,3,Bombing/Explosion,4,Military,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,11,15,Jammu and Kashmir (State),Pulwama,3,Bombing/Explosion,8,Educational Institution,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,11,18,Jammu and Kashmir (State),Srinagar,2,Armed Assault,3,Police,Al-Mansoorian,,,,,,5,Firearms
2.00E+11,2003,11,22,Assam (State),Unknown,2,Armed Assault,14,Private Citizens & Property,United Liberation Front of Assam (ULFA),,,,,,5,Firearms
2.00E+11,2003,11,27,Jammu and Kashmir (State),Srinagar,3,Bombing/Explosion,3,Police,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,11,27,West Bengal (State),Salboni,3,Bombing/Explosion,3,Police,People's War Group (PWG),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,11,29,Assam (State),Unknown,2,Armed Assault,14,Private Citizens & Property,Kuki Revolutionary Army (KRA),,,,,,5,Firearms
2.00E+11,2003,12,2,Jammu and Kashmir (State),Anantnag,3,Bombing/Explosion,3,Police,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2003,12,6,Kerala (State),Nooranad,3,Bombing/Explosion,15,Religious Figures/Institutions,Unknown,,,,,,8,Incendiary
2.00E+11,2003,12,8,Assam (State),Makum,3,Bombing/Explosion,1,Business,United Liberation Front of Assam (ULFA),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2004,1,1,Jammu and Kashmir (State),Srinagar,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2004,1,2,Jammu and Kashmir (State),Jammu,2,Armed Assault,19,Transportation,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2004,1,2,Jammu and Kashmir (State),Bijbehara,3,Bombing/Explosion,3,Police,Other,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2004,1,3,Tripura Pradesh (State),Chaplingcherra,3,Bombing/Explosion,4,Military,National Liberation Front of Tripura (NLFT),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2004,1,6,Jammu and Kashmir (State),Shopiyan,2,Armed Assault,3,Police,Other,,,,,,5,Firearms
2.00E+11,2004,1,9,Jammu and Kashmir (State),Jammu,3,Bombing/Explosion,15,Religious Figures/Institutions,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2004,1,10,Jammu and Kashmir (State),Lurgam,2,Armed Assault,14,Private Citizens & Property,Unknown,,,,,,5,Firearms
2.00E+11,2004,1,10,Assam (State),Kunwarpur,3,Bombing/Explosion,21,Utilities,United Liberation Front of Assam (ULFA),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2004,1,12,Jammu and Kashmir (State),Anantnag,3,Bombing/Explosion,3,Police,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2004,1,14,Bihar (State),Mirjapur,6,Hostage Taking (Kidnapping),17,Terrorists/Non-State Militia,People's War Group (PWG),,,,,,5,Firearms
2.00E+11,2004,1,14,West Bengal (State),Beltapara,2,Armed Assault,14,Private Citizens & Property,Kamtapur Liberation Organization (KLO),,,,,,5,Firearms
2.00E+11,2004,1,15,Jammu and Kashmir (State),Hyderpora,3,Bombing/Explosion,4,Military,Hizbul Mujahideen (HM),,Al-Mansoorian,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2004,1,27,Jammu and Kashmir (State),Majra Bambal,2,Armed Assault,14,Private Citizens & Property,Lashkar-e-Taiba (LeT),,,,,,5,Firearms
2.00E+11,2004,2,7,Jammu and Kashmir (State),Shopian,3,Bombing/Explosion,4,Military,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2004,2,15,Anantnag (District),Qazigund,3,Bombing/Explosion,4,Military,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2004,2,23,Jammu and Kashmir (State),Gagarsulla,3,Bombing/Explosion,4,Military,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2004,2,27,Jammu and Kashmir (State),Beerwah,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2004,3,3,Jammu and Kashmir (State),Jammu,2,Armed Assault,3,Police,Unknown,,,,,,5,Firearms
2.00E+11,2004,3,9,Jammu and Kashmir (State),Srinagar,2,Armed Assault,2,Government (General),Al-Mansoorian,,,,,,5,Firearms
2.00E+11,2004,3,11,Jammu and Kashmir (State),Pulwama,5,Hostage Taking (Barricade Incident),8,Educational Institution,Unknown,,,,,,5,Firearms
2.00E+11,2004,3,20,Jammu and Kashmir (State),Manasbal,3,Bombing/Explosion,4,Military,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2004,4,1,Jammu and Kashmir (State),Srinagar,3,Bombing/Explosion,2,Government (General),Al-Arifeen,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2004,4,5,Jammu and Kashmir (State),Pulwama,3,Bombing/Explosion,4,Military,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2004,4,8,Jammu and Kashmir (State),Uri,3,Bombing/Explosion,2,Government (General),Save Kashmir Movement,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2004,4,8,Jharkhand (State),Chaibasa,3,Bombing/Explosion,3,Police,People's War Group (PWG),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2004,4,10,Andhra Pradesh (State),Unknown,2,Armed Assault,3,Police,Unknown,,,,,,5,Firearms
2.00E+11,2004,4,14,Jammu and Kashmir (State),Kashmir,3,Bombing/Explosion,14,Private Citizens & Property,Lashkar-e-Taiba (LeT),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2004,4,14,Bihar (State),Unknown,3,Bombing/Explosion,3,Police,Maoist Communist Center (MCC),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2004,4,15,Assam (State),Guwahati,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2004,4,20,Chhattisgarh (State),Unknown,7,Facility/Infrastructure Attack,2,Government (General),Maoist Communist Center (MCC),,,,,,5,Firearms
2.00E+11,2004,4,20,Jammu and Kashmir (State),Banipora,3,Bombing/Explosion,2,Government (General),Maoist Communist Center (MCC),,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2004,4,20,Jammu and Kashmir (State),Dhandbad,7,Facility/Infrastructure Attack,2,Government (General),Maoist Communist Center (MCC),,,,,,5,Firearms
2.00E+11,2004,4,20,Manipur (State),Unknown,7,Facility/Infrastructure Attack,2,Government (General),Maoist Communist Center (MCC),,,,,,13,Unknown
2.00E+11,2004,4,20,Bihar (State),Unknown,2,Armed Assault,14,Private Citizens & Property,Unknown,,,,,,5,Firearms
2.00E+11,2004,4,21,Jammu and Kashmir (State),Pulwama,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2004,4,21,Jammu and Kashmir (State),Pulwama,1,Assassination,14,Private Citizens & Property,Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2004,4,23,Jammu and Kashmir (State),Srinagar,2,Armed Assault,2,Government (General),Unknown,,,,,,6,Explosives/Bombs/Dynamite
2.00E+11,2004,4,23,Jammu and Kashmir (State),Srinagar,3,Bombing/Explosion,2,Government (General),Unknown,,,,,,6,Explosives/Bombs/Dynamite
